case_id;activity;start_timestamp;complete_timestamp;station;rotary_table;nest;qib;error_code;tray_row;tray_column
164757;ts4o;2023-01-05 06:34:27.468;2023-01-05 06:34:37.904;4;M;3;1;;;
164750;ts8o;2023-01-05 06:34:28.265;2023-01-05 06:34:32.553;8;M;7;1;;0;0
164754;ts3o;2023-01-05 06:34:31.843;2023-01-05 06:34:45.227;3;M;2;1;;;
164754;ts4o;2023-01-05 06:47:00.421;2023-01-05 06:49:29.597;4;M;2;0;;;
164758;ts1o;2023-01-05 06:47:04.421;2023-01-05 06:47:10.842;1;M;7;1;;;
164756;ts6o;2023-01-05 06:47:05.171;2023-01-05 06:47:09.910;6;M;4;1;;;
164757;ts5o;2023-01-05 06:47:05.375;2023-01-05 06:47:10.407;5;M;3;1;;;
164760;ts2o;2023-01-05 06:47:05.671;2023-01-05 06:47:12.660;2;M;8;1;;;
164751;ts8o;2023-01-05 06:47:09.328;2023-01-05 06:47:13.723;8;M;6;1;;0;0
164754;terr;2023-01-05 06:47:15.339;2023-01-05 06:47:15.339;4;M;2;;407;;
164759;ts3o;2023-01-05 06:51:11.562;2023-01-05 06:53:56.478;3;M;1;1;;;
164752;ts8o;2023-01-05 06:51:12.531;2023-01-05 06:51:14.618;8;M;5;0;;0;0
164754;ts5o;2023-01-05 06:51:12.531;2023-01-05 06:51:17.563;5;M;2;0;;;
164753;ts7o;2023-01-05 06:51:15.656;2023-01-05 06:51:21.716;7;S;3;1;;;
164762;ts1o;2023-01-05 06:51:16.515;2023-01-05 06:51:22.904;1;M;6;1;;;
164757;ts6o;2023-01-05 06:51:17.187;2023-01-05 06:51:21.821;6;M;3;1;;;
164758;ts2o;2023-01-05 06:51:17.781;2023-01-05 06:51:25.713;2;M;7;1;;;
164759;ts4o;2023-01-05 06:51:19.593;2023-01-05 06:53:48.769;4;M;1;1;;;
164760;ts3o;2023-01-05 06:51:23.093;2023-01-05 06:51:33.921;3;M;8;1;;;
164754;ts6o;2023-01-05 06:51:24.046;2023-01-05 06:51:24.046;6;M;2;0;;;
164755;ts7o;2023-01-05 06:51:27.140;2023-01-05 06:51:32.271;7;S;4;1;;;
164763;ts1o;2023-01-05 06:51:28.218;2023-01-05 06:51:34.464;1;M;5;1;;;
164759;ts5o;2023-01-05 06:51:29.109;2023-01-05 06:51:34.111;5;M;1;1;;;
164762;ts2o;2023-01-05 06:51:29.281;2023-01-05 06:51:36.624;2;M;6;1;;;
164760;ts4o;2023-01-05 06:51:30.687;2023-01-05 06:51:48.534;4;M;8;1;;;
164753;ts8o;2023-01-05 06:51:32.937;2023-01-05 06:51:37.249;8;M;4;1;;0;0
164758;ts3o;2023-01-05 06:51:34.187;2023-01-05 06:51:44.461;3;M;7;1;;;
164758;ts4o;2023-01-05 06:51:35.125;2023-01-05 06:51:52.972;4;M;7;0;;;
164754;ts7o;2023-01-05 06:51:35.125;2023-01-05 06:51:35.125;7;M;2;0;;;
164758;terr;2023-01-05 06:51:36.910;2023-01-05 06:51:36.910;4;M;7;;405;;
164756;ts7o;2023-01-05 06:51:38.890;2023-01-05 06:51:47.680;7;S;4;1;;;
164761;ts1o;2023-01-05 06:51:39.140;2023-01-05 06:51:45.640;1;M;4;1;;;
164760;ts5o;2023-01-05 06:51:40.062;2023-01-05 06:51:45.088;5;M;8;1;;;
164759;ts6o;2023-01-05 06:51:40.109;2023-01-05 06:51:45.079;6;M;1;1;;;
164763;ts2o;2023-01-05 06:51:40.156;2023-01-05 06:51:47.345;2;M;5;1;;;
164755;ts8o;2023-01-05 06:51:43.984;2023-01-05 06:51:48.315;8;M;3;1;;0;0
164762;ts3o;2023-01-05 06:51:56.609;2023-01-05 06:52:19.060;3;M;6;1;;;
164758;ts5o;2023-01-05 06:52:26.859;2023-01-05 06:52:31.885;5;M;7;0;;;
164761;ts2o;2023-01-05 06:52:26.859;2023-01-05 06:52:34.057;2;M;4;0;;;
164761;terr;2023-01-05 06:52:27.579;2023-01-05 06:52:27.579;2;M;4;;208;;
164757;ts7o;2023-01-05 06:52:29.953;2023-01-05 06:52:34.260;7;S;4;1;;;
164764;ts1o;2023-01-05 06:52:30.859;2023-01-05 06:52:37.294;1;M;3;1;;;
164760;ts6o;2023-01-05 06:52:32.421;2023-01-05 06:52:37.970;6;M;8;1;;;
164762;ts4o;2023-01-05 06:52:33.421;2023-01-05 06:53:08.909;4;M;6;1;;;
164756;ts8o;2023-01-05 06:52:35.640;2023-01-05 06:52:39.797;8;M;2;1;;0;0
164763;ts3o;2023-01-05 06:52:37.687;2023-01-05 06:52:50.980;3;M;5;1;;;
164761;ts3o;2023-01-05 06:52:38.671;2023-01-05 06:52:51.964;3;M;4;0;;;
164758;ts6o;2023-01-05 06:52:38.671;2023-01-05 06:52:38.671;6;M;7;0;;;
164765;ts1o;2023-01-05 06:52:42.828;2023-01-05 06:52:49.128;1;M;2;1;;;
164764;ts2o;2023-01-05 06:52:43.593;2023-01-05 06:52:51.193;2;M;3;1;;;
164762;ts5o;2023-01-05 06:52:43.593;2023-01-05 06:52:48.592;5;M;6;1;;;
164757;ts8o;2023-01-05 06:52:47.421;2023-01-05 06:52:51.663;8;M;1;1;;0;0
164763;ts4o;2023-01-05 06:52:48.234;2023-01-05 06:53:05.283;4;M;5;1;;;
164761;ts4o;2023-01-05 06:52:48.921;2023-01-05 06:52:52.829;4;M;4;0;;;
164758;ts7o;2023-01-05 06:52:48.921;2023-01-05 06:52:48.921;7;M;7;0;;;
164759;ts7o;2023-01-05 06:52:52.687;2023-01-05 06:53:01.886;7;S;4;1;;;
164766;ts1o;2023-01-05 06:52:52.953;2023-01-05 06:52:59.184;1;M;1;1;;;
164763;ts5o;2023-01-05 06:52:53.859;2023-01-05 06:52:58.866;5;M;5;1;;;
164765;ts2o;2023-01-05 06:52:54.000;2023-01-05 06:53:01.034;2;M;2;1;;;
164762;ts6o;2023-01-05 06:52:54.500;2023-01-05 06:53:00.072;6;M;6;1;;;
164764;ts3o;2023-01-05 06:52:58.921;2023-01-05 06:53:11.921;3;M;3;1;;;
164761;ts5o;2023-01-05 06:52:59.906;2023-01-05 06:53:04.913;5;M;4;0;;;
164759;ts8o;2023-01-05 06:52:59.906;2023-01-05 06:53:04.128;8;M;7;0;;0;0
164759;terr;2023-01-05 06:53:00.328;2023-01-05 06:53:00.328;8;M;7;;899;;
164760;ts7o;2023-01-05 06:53:03.000;2023-01-05 06:53:07.301;7;S;4;1;;;
164767;ts1o;2023-01-05 06:53:03.953;2023-01-05 06:53:10.221;1;M;8;1;;;
164766;ts2o;2023-01-05 06:53:04.921;2023-01-05 06:53:12.091;2;M;1;1;;;
164763;ts6o;2023-01-05 06:53:05.343;2023-01-05 06:53:10.758;6;M;5;1;;;
164764;ts4o;2023-01-05 06:53:06.656;2023-01-05 06:53:10.564;4;M;3;1;;;
164765;ts3o;2023-01-05 06:53:10.156;2023-01-05 06:53:20.686;3;M;2;1;;;
164761;ts6o;2023-01-05 06:53:11.109;2023-01-05 06:53:11.109;6;M;4;0;;;
164768;ts1o;2023-01-05 06:53:15.265;2023-01-05 06:53:21.855;1;M;7;1;;;
164764;ts5o;2023-01-05 06:53:16.046;2023-01-05 06:53:21.057;5;M;3;1;;;
164767;ts2o;2023-01-05 06:53:16.062;2023-01-05 06:53:23.152;2;M;8;1;;;
164765;ts4o;2023-01-05 06:53:18.140;2023-01-05 06:53:28.326;4;M;2;1;;;
164760;ts8o;2023-01-05 06:53:19.812;2023-01-05 06:53:23.969;8;M;6;1;;0;0
164766;ts3o;2023-01-05 06:53:21.609;2023-01-05 06:53:32.392;3;M;1;1;;;
164761;ts7o;2023-01-05 06:53:22.578;2023-01-05 06:53:30.324;7;M;4;0;;;
164769;ts1o;2023-01-05 06:53:26.546;2023-01-05 06:53:32.953;1;M;6;1;;;
164764;ts6o;2023-01-05 06:53:27.296;2023-01-05 06:53:31.988;6;M;3;1;;;
164765;ts5o;2023-01-05 06:53:27.515;2023-01-05 06:53:32.531;5;M;2;1;;;
164768;ts2o;2023-01-05 06:53:27.609;2023-01-05 06:53:34.635;2;M;7;1;;;
164766;ts4o;2023-01-05 06:53:29.265;2023-01-05 06:53:36.392;4;M;1;1;;;
164767;ts3o;2023-01-05 06:53:32.750;2023-01-05 06:53:43.895;3;M;8;1;;;
164761;ts8o;2023-01-05 06:53:33.718;2023-01-05 06:53:47.809;8;M;4;0;;0;0
164762;ts7o;2023-01-05 06:53:36.968;2023-01-05 06:53:40.253;7;S;4;1;;;
164770;ts1o;2023-01-05 06:53:37.734;2023-01-05 06:53:44.018;1;M;5;1;;;
164766;ts5o;2023-01-05 06:53:38.656;2023-01-05 06:53:43.658;5;M;1;1;;;
164769;ts2o;2023-01-05 06:53:38.765;2023-01-05 06:53:45.825;2;M;6;1;;;
164765;ts6o;2023-01-05 06:53:39.281;2023-01-05 06:53:44.839;6;M;2;1;;;
164767;ts4o;2023-01-05 06:53:39.390;2023-01-05 06:53:50.047;4;M;8;1;;;
